relative_label,top_folder,extension,category,size_mb,size_bucket,study_signal
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_023_sm.exr,5-Hdr环境,.exr,lighting_environment,1.178,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_024.exr,5-Hdr环境,.exr,lighting_environment,18.884,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_024_sm.exr,5-Hdr环境,.exr,lighting_environment,1.45,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_025.exr,5-Hdr环境,.exr,lighting_environment,13.159,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_025_sm.exr,5-Hdr环境,.exr,lighting_environment,1.031,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_026.exr,5-Hdr环境,.exr,lighting_environment,13.782,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_026_sm.exr,5-Hdr环境,.exr,lighting_environment,1.05,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_027.exr,5-Hdr环境,.exr,lighting_environment,11.706,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_027_sm.exr,5-Hdr环境,.exr,lighting_environment,0.9,tiny,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_028.exr,5-Hdr环境,.exr,lighting_environment,7.788,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_028_sm.exr,5-Hdr环境,.exr,lighting_environment,0.647,tiny,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_029.exr,5-Hdr环境,.exr,lighting_environment,8.375,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_029_sm.exr,5-Hdr环境,.exr,lighting_environment,0.651,tiny,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_030.exr,5-Hdr环境,.exr,lighting_environment,9.097,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_030_sm.exr,5-Hdr环境,.exr,lighting_environment,0.727,tiny,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_031.exr,5-Hdr环境,.exr,lighting_environment,12.446,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_031_sm.exr,5-Hdr环境,.exr,lighting_environment,0.991,tiny,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_032.exr,5-Hdr环境,.exr,lighting_environment,12.681,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_032_sm.exr,5-Hdr环境,.exr,lighting_environment,1.039,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_033.exr,5-Hdr环境,.exr,lighting_environment,17.21,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_033_sm.exr,5-Hdr环境,.exr,lighting_environment,1.499,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_034.exr,5-Hdr环境,.exr,lighting_environment,20.629,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_034_sm.exr,5-Hdr环境,.exr,lighting_environment,1.666,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_035.exr,5-Hdr环境,.exr,lighting_environment,8.487,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_035_sm.exr,5-Hdr环境,.exr,lighting_environment,0.57,tiny,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_036.exr,5-Hdr环境,.exr,lighting_environment,9.535,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_036_sm.exr,5-Hdr环境,.exr,lighting_environment,0.756,tiny,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_037.exr,5-Hdr环境,.exr,lighting_environment,8.383,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_037_sm.exr,5-Hdr环境,.exr,lighting_environment,0.57,tiny,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_038.exr,5-Hdr环境,.exr,lighting_environment,8.744,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_038_sm.exr,5-Hdr环境,.exr,lighting_environment,0.667,tiny,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_039.exr,5-Hdr环境,.exr,lighting_environment,16.419,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_039_sm.exr,5-Hdr环境,.exr,lighting_environment,1.452,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_040.exr,5-Hdr环境,.exr,lighting_environment,12.111,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_040_sm.exr,5-Hdr环境,.exr,lighting_environment,1.114,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_041.exr,5-Hdr环境,.exr,lighting_environment,15.695,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_041_sm.exr,5-Hdr环境,.exr,lighting_environment,1.251,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_042.exr,5-Hdr环境,.exr,lighting_environment,10.596,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_042_sm.exr,5-Hdr环境,.exr,lighting_environment,0.852,tiny,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_043.exr,5-Hdr环境,.exr,lighting_environment,14.247,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_043_sm.exr,5-Hdr环境,.exr,lighting_environment,1.291,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_044.exr,5-Hdr环境,.exr,lighting_environment,17.196,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_044_sm.exr,5-Hdr环境,.exr,lighting_environment,1.471,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_045.exr,5-Hdr环境,.exr,lighting_environment,16.472,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/GSG_PRO_STUDIOS_METAL_045_sm.exr,5-Hdr环境,.exr,lighting_environment,1.421,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/hdr-2.jpg,5-Hdr环境,.jpg,lighting_environment,0.098,tiny,"study texture role: base color, roughness, normal, bump, opacity, or decals"
5-Hdr环境/HDR-108个/HDR-108个/hdr.exr,5-Hdr环境,.exr,lighting_environment,2.667,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/HDRI-Collection-1-Box-Raw-Sample-2k.exr,5-Hdr环境,.exr,lighting_environment,20.871,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/hotel_room_1k.hdr,5-Hdr环境,.hdr,lighting_environment,1.5,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/huashuai hdr 001 (1).hdr,5-Hdr环境,.hdr,lighting_environment,24.219,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/huashuai hdr 001 (4).hdr,5-Hdr环境,.hdr,lighting_environment,15.814,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/huashuai hdr 001 (5).hdr,5-Hdr环境,.hdr,lighting_environment,3.622,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/huashuai hdr 001 (8).hdr,5-Hdr环境,.hdr,lighting_environment,6.168,small,use as world lighting reference for reflective and cinematic renders
5-Hdr环境/HDR-108个/HDR-108个/渐变世界环境.blend,5-Hdr环境,.blend,modeling_case,10.718,small,"open in Blender to study composition, object hierarchy, materials, lights, and cameras"
6-人物模型（不定期更新）/6-人物模型（不定期更新）.zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,10417.271,very_large,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Airen (v1.0).zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,27.171,medium,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Aknal & Levi.zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,26.096,medium,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Aknal_TS (v1.0).zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,5.703,small,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Anemone & Blanda.zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,20.417,small,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/AnisiaRoon (v1.0).zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,23.07,small,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Anne (v1.0).zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,16.063,small,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Anubis (v1.0).zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,10.14,small,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Arin & Dominique.zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,16.624,small,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Artio (v1.0).zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,7.946,small,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Ashu & Cicero.zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,21.847,small,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Assis Pack (v1.0).zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,9.127,small,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Athena (v1.0).zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,7.062,small,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Bari (v1.0).zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,5.7,small,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Bati Pack (v1.0).zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,17.199,small,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Beakah (v1.0).zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,24.594,small,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Beatrix (Francesca)(v1.0).zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,9.422,small,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Beatrix (v1.0).zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,47.484,medium,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Bernhard (v1.0).zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,11.134,small,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Beyond (v1.0).zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,11.243,small,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Blacksmith (v1.0).zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,6.244,small,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Blossom (v1.1).zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,13.736,small,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Brahms.zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,18.997,small,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Brigitte.zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,28.037,medium,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Calypso.zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,8.638,small,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Cecilia (v1.0).zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,12.634,small,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Charlotte (v1.0).zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,14.765,small,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Cione (v1.0).zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,24.039,small,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Claire (v1.0).zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,21.429,small,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Cleopatra (v1.0).zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,12.751,small,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Crow (v1.0).zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,10.924,small,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Daphne (v1.0).zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,16.941,small,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Davi (v1.0).zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,5.178,small,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Deemona (v1.0).zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,8.528,small,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Demongate (v1.0).zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,6.311,small,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Dianne (v1.0).zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,24.673,small,unpack selectively before study; do not publish raw archive content
6-人物模型（不定期更新）/模型-3D美女模型100+款/Dungeon_Aiz (v1.0).zip,6-人物模型（不定期更新）,.zip,archived_asset_pack,12.847,small,unpack selectively before study; do not publish raw archive content
